Номер позиции,ЮЛ,Локация,Подразделение,Отдел,Группа,Должность,ФИО,Тип работы
БСЗ1512,БСЗ,Брусника.Новосибирск,"Подразделение ""Гера""","Отдел ""Сербия""",,Ведущий специалист,Сотрудник Брусники 1029,Бизнес
БСЗ1513,БСЗ,Брусника.Новосибирск,"Подразделение ""Гера""","Отдел ""Сербия""",,Специалист,Сотрудник Брусники 1030,Бизнес
БСЗ1514,БСЗ,Брусника.Новосибирск,"Подразделение ""Гера""","Отдел ""Хорватия""",,Руководитель отдела,Сотрудник Брусники 1031,Бизнес
БСЗ1515,БСЗ,Брусника.Новосибирск,"Подразделение ""Гера""","Отдел ""Хорватия""","Группа ""Уфа""",Ведущий юрисконсульт,Сотрудник Брусники 1032,Бизнес
БСЗ1516,БСЗ,Брусника.Новосибирск,"Подразделение ""Гера""","Отдел ""Хорватия""","Группа ""Уфа""",Ведущий юрисконсульт,Сотрудник Брусники 1033,БП/Цифра
БСЗ1517,БСЗ,Брусника.Новосибирск,"Подразделение ""Гера""","Отдел ""Хорватия""","Группа ""Уфа""",Ведущий юрисконсульт,Сотрудник Брусники 1034,Сервис
БСЗ1518,БСЗ,Брусника.Новосибирск,"Подразделение ""Гера""","Отдел ""Хорватия""","Группа ""Уфа""",Главный специалист,Вакансия,Бизнес
БСЗ1519,БСЗ,Брусника.Новосибирск,"Подразделение ""Гера""","Отдел ""Хорватия""","Группа ""Уфа""",Специалист,Вакансия,Бизнес
БСЗ1520,БСЗ,Брусника.Новосибирск,"Подразделение ""Гера""","Отдел ""Хорватия""",,Специалист,Сотрудник Брусники 1035,Бизнес
БСЗ1521,БСЗ,Брусника.Новосибирск,"Подразделение ""Гефест""",,"Группа ""Брадфорд""",Специалист,Вакансия,БП/Цифра
БСЗ1522,БСЗ,Брусника.Московская область,"Подразделение ""Гера""",,"Группа ""Милан""",Руководитель группы,Вакансия,Бизнес
БСЗ1523,БСЗ,Брусника.Сургут,"Подразделение ""Гефест""",,"Группа ""Брадфорд""",Специалист,Вакансия,Бизнес
БСЗ1524,БСЗ,Брусника.Московская область,,,"Группа ""Нюрнберг""",Специалист,Вакансия,Бизнес
БСЗ1525,БСЗ,Брусника.Сургут,"Подразделение ""Гермес""","Отдел ""Римская империя""",,Специалист,Вакансия,Бизнес
БСЗ1526,БСЗ,Брусника.Екатеринбург,"Подразделение ""Гефест""",,"Группа ""Оренбург""",Руководитель группы,Вакансия,БП/Цифра
БСЗ1527,БСЗ,Брусника.Новосибирск,"Подразделение ""Гера""","Отдел ""Швейцария""",,Специалист,Вакансия,Сервис
БСЗ1528,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Лихтенштейн""","Группа ""Вена""",Специалист,Вакансия,Бизнес
БСЗ1529,БСЗ,Штаб,"Подразделение ""Гера""","Отдел ""Лихтенштейн""","Группа ""Вена""",Специалист,Вакансия,Бизнес
БСЗ1530,БСЗ,Штаб,,,"Группа ""Амстердам""",Руководитель направления,Вакансия,Бизнес
БСЗ1531,БСЗ,Брусника.Тюмень,"Подразделение ""Посейдон""","Отдел ""Словакия""","Группа ""Севилья""",Специалист,Вакансия,БП/Цифра
БСЗ1532,БСЗ,Штаб,"Подразделение ""Гера""","Отдел ""Хорватия""",,Руководитель отдела,Вакансия,Бизнес
БСЗ1533,БСЗ,Брусника.Екатеринбург,"Подразделение ""Посейдон""","Отдел ""Украина""","Группа ""Сарагоса""",Руководитель группы,Вакансия,Бизнес
БСЗ1534,БСЗ,Штаб,"Подразделение ""Гефест""",,"Группа ""Манчестер""",Специалист,Вакансия,Бизнес
БСЗ1535,БСЗ,Брусника.Курган,"Подразделение ""Гефест""",,"Группа ""Оренбург""",Руководитель группы,Вакансия,Бизнес
БСЗ1536,БСЗ,Брусника.Екатеринбург,"Подразделение ""Гефест""",,"Группа ""Ставрополь""",Ведущий специалист,Вакансия,БП/Цифра
БСЗ1537,БСЗ,Брусника.Новосибирск,"Подразделение ""Гера""",,"Группа ""Милан""",Руководитель группы,Вакансия,Сервис
БСЗ1538,БСЗ,Брусника.Тюмень,"Подразделение ""Посейдон""","Отдел ""Словакия""","Группа ""Севилья""",Специалист,Вакансия,Бизнес
БСЗ1539,БСЗ,Штаб,,,"Группа ""Каспийск""",Ведущий бухгалтер,Вакансия,Бизнес
БСЗ1540,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""",,"Группа ""Брадфорд""",Специалист,Вакансия,Бизнес
БСЗ1541,БСЗ,Брусника.Новосибирск,,"Отдел ""Дания""",,Руководитель отдела,Вакансия,БП/Цифра
БСЗ1542,БСЗ,Брусника.Тюмень,"Подразделение ""Гефест""",,"Группа ""Оренбург""",Специалист,Вакансия,Бизнес
БСЗ1543,БСЗ,Брусника.Екатеринбург,"Подразделение ""Афина""",,,Специалист,Вакансия,Бизнес
БСЗ1544,БСЗ,Брусника.Сургут,"Подразделение ""Афина""",,,Специалист,Вакансия,Бизнес
БСЗ1545,БСЗ,Дирекция,"Подразделение ""Гефест""",,"Группа ""Дублин""",Руководитель группы,Вакансия,Бизнес
БСЗ1546,БСЗ,Брусника.Курган,"Подразделение ""Посейдон""","Отдел ""Украина""","Группа ""Палермо""",Руководитель группы,Вакансия,БП/Цифра
БСЗ1547,БСЗ,Штаб,"Подразделение ""Гефест""",,,Специалист,Вакансия,Сервис
БСЗ1548,БСЗ,Брусника.Тюмень,,"Отдел ""Дания""",,Руководитель отдела,Вакансия,Бизнес
БСЗ1549,БСЗ,Брусника.Екатеринбург,"Подразделение ""Гефест""",,"Группа ""Оренбург""",Специалист,Вакансия,Бизнес
БСЗ1550,БСЗ,Брусника.Новосибирск,,"Отдел ""Литва""",,Специалист,Вакансия,Бизнес
БСЗ1551,БСЗ,Брусника.Московская область,"Подразделение ""Афина""",,,Специалист,Вакансия,БП/Цифра
БСЗ1552,БСЗ,Дирекция,"Подразделение ""Гермес""","Отдел ""Римская империя""",,Специалист,Вакансия,Бизнес
БСЗ1553,БСЗ,Брусника.Новосибирск,"Подразделение ""Гефест""",,"Группа ""Брадфорд""",Специалист,Вакансия,Бизнес
БСЗ1554,БСЗ,Брусника.Екатеринбург,,,"Группа ""Амстердам""",Руководитель направления,Вакансия,Бизнес
БСЗ1555,БСЗ,Брусника.Новосибирск,,,"Группа ""Амстердам""",Руководитель направления,Вакансия,Бизнес
БСЗ1556,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""",,"Группа ""Брадфорд""",Специалист,Вакансия,БП/Цифра
БСЗ1557,БСЗ,Брусника.Сургут,"Подразделение ""Гефест""",,"Группа ""Брадфорд""",Специалист,Вакансия,Сервис
БСЗ1558,БСЗ,Брусника.Московская область,,"Отдел ""Кипр""","Группа ""Скопье""",Специалист,Вакансия,Бизнес
БСЗ1559,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Сербия""","Группа ""Нижний Новгород""",Специалист,Вакансия,Бизнес
БСЗ1560,БСЗ,Брусника.Сургут,"Подразделение ""Посейдон""","Отдел ""Словакия""","Группа ""Севилья""",Специалист,Вакансия,Бизнес
БСЗ1561,БСЗ,Штаб,"Подразделение ""Гефест""",,"Группа ""Дублин""",Специалист,Вакансия,БП/Цифра
БСЗ1562,БСЗ,Брусника.Курган,"Подразделение ""Гефест""","Отдел ""Сан-Марино""","Группа ""Ганновер""",Специалист,Вакансия,Бизнес
БСЗ1563,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""","Отдел ""Сан-Марино""","Группа ""Антверпен""",Специалист,Вакансия,Бизнес
БСЗ1564,БСЗ,Брусника.Московская область,"Подразделение ""Гермес""","Отдел ""Римская империя""",,Специалист,Вакансия,Бизнес
БСЗ1565,БСЗ,Брусника.Екатеринбург,,,"Группа ""Нюрнберг""",Специалист,Вакансия,Бизнес
БСЗ1566,БСЗ,Брусника.Новосибирск,"Подразделение ""Гермес""","Отдел ""Римская империя""",,Специалист,Вакансия,БП/Цифра
БСЗ1567,БСЗ,Брусника.Тюмень,"Подразделение ""Гера""","Отдел ""Хорватия""",,Специалист,Вакансия,Сервис
БСЗ1568,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""",,"Группа ""Дублин""",Специалист,Вакансия,Бизнес
БСЗ1569,БСЗ,Брусника.Новосибирск,"Подразделение ""Гефест""",,"Группа ""Дублин""",Специалист,Сотрудник Брусники 1036,Бизнес
БСЗ1570,БСЗ,Брусника.Новосибирск,"Подразделение ""Гефест""",,"Группа ""Дублин""",Ведущий специалист,Вакансия,Бизнес
БСЗ1571,БСЗ,Брусника.Новосибирск,"Подразделение ""Гера""","Отдел ""Хорватия""",,Специалист,Вакансия,БП/Цифра
БСЗ1572,БСЗ,Брусника.Новосибирск,"Подразделение ""Гера""","Отдел ""Швейцария""",,Специалист,Вакансия,Бизнес
БСЗ1573,БСЗ,Брусника.Новосибирск,"Подразделение ""Гера""","Отдел ""Швейцария""",,Специалист,Вакансия,Бизнес
БСЗ1574,БСЗ,Брусника.Новосибирск,,"Отдел ""Дания""",,Руководитель отдела,Вакансия,Бизнес
БСЗ1575,БСЗ,Брусника.Новосибирск,"Подразделение ""Гера""","Отдел ""Хорватия""",,Специалист,Вакансия,Бизнес
БСЗ1576,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""",,,Специалист,Вакансия,БП/Цифра
БСЗ1577,БСЗ,Брусника.Новосибирск,,"Отдел ""Дания""",,Главный инженер,Вакансия,Сервис
БСЗ1578,БСЗ,Брусника.Екатеринбург,"Подразделение ""Гефест""","Отдел ""Сан-Марино""","Группа ""Ганновер""",Специалист,Вакансия,Бизнес
БСЗ1579,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""",,"Группа ""Брадфорд""",Специалист,Вакансия,Бизнес
БСЗ1580,БСЗ,Брусника.Екатеринбург,"Подразделение ""Гефест""",,"Группа ""Брадфорд""",Специалист,Вакансия,Бизнес
БСЗ1581,БСЗ,Брусника.Московская область,,"Отдел ""Дания""",,Главный инженер,Вакансия,БП/Цифра
БСЗ1582,БСЗ,Брусника.Новосибирск,"Подразделение ""Гера""","Отдел ""Хорватия""",,Специалист,Вакансия,Бизнес
БСЗ1583,БСЗ,Брусника.Сургут,"Подразделение ""Гефест""",,"Группа ""Ставрополь""",Специалист,Вакансия,Бизнес
БСЗ1584,БСЗ,Брусника.Курган,,"Отдел ""Армения""",,Главный специалист,Сотрудник Брусники 1037,Бизнес
БСЗ1585,БСЗ,Брусника.Новосибирск,"Подразделение ""Гефест""",,,Руководитель проекта,Вакансия,Бизнес
БСЗ1586,БСЗ,Брусника.Московская область,,"Отдел ""Дания""",,Специалист,Вакансия,БП/Цифра
БСЗ1587,БСЗ,Брусника.Тюмень,"Подразделение ""Гефест""",,"Группа ""Брадфорд""",Специалист,Вакансия,Сервис
БСЗ1588,БСЗ,Брусника.Сургут,"Подразделение ""Гера""",,"Группа ""Милан""",Специалист,Вакансия,Бизнес
БСЗ1589,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""",,"Группа ""Брадфорд""",Специалист,Вакансия,Бизнес
БСЗ1590,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Словения""",,Специалист,Вакансия,Бизнес
БСЗ1591,БСЗ,Брусника.Московская область,"Подразделение ""Посейдон""","Отдел ""Словакия""","Группа ""Севилья""",Специалист,Вакансия,БП/Цифра
БСЗ1592,БСЗ,Штаб,"Подразделение ""Гера""",,"Группа ""Ростов-на-Дону""",Специалист,Вакансия,Бизнес
БСЗ1593,БСЗ,Брусника.Московская область,,"Отдел ""Армения""",,Специалист,Вакансия,Бизнес
БСЗ1594,БСЗ,Брусника.Тюмень,"Подразделение ""Гефест""",,"Группа ""Ставрополь""",Специалист,Вакансия,Бизнес
БСЗ1595,БСЗ,Брусника.Екатеринбург,"Подразделение ""Гефест""",,"Группа ""Манчестер""",Руководитель группы,Вакансия,Бизнес
БСЗ1596,БСЗ,Брусника.Сургут,"Подразделение ""Афина""",,,Директор,Вакансия,БП/Цифра
БСЗ1597,БСЗ,Дирекция,"Подразделение ""Гера""",,"Группа ""Нижний Новгород""",Специалист,Вакансия,Сервис
БСЗ1598,БСЗ,Брусника.Московская область,"Подразделение ""Посейдон""","Отдел ""Украина""","Группа ""Лодзь""",Руководитель группы,Вакансия,Бизнес
БСЗ1599,БСЗ,Штаб,"Подразделение ""Гера""","Отдел ""Хорватия""","Группа ""Краснодар""",Специалист,Вакансия,Бизнес
БСЗ1600,БСЗ,Брусника.Московская область,,"Отдел ""Дания""",,Специалист,Вакансия,Бизнес
БСЗ1601,БСЗ,Брусника.Сургут,"Подразделение ""Гера""",,"Группа ""Самара""",Специалист,Вакансия,БП/Цифра
БСЗ1602,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""",,,Специалист,Сотрудник Брусники 1038,Бизнес
БСЗ1603,БСЗ,Брусника.Московская область,,"Отдел ""Дания""",,Главный инженер,Вакансия,Бизнес
БСЗ1604,БСЗ,Брусника.Тюмень,,"Отдел ""Дания""",,Специалист,Вакансия,Бизнес
БСЗ1605,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""","Отдел ""Казахстан""","Группа ""Антверпен""",Специалист,Вакансия,Бизнес
БСЗ1606,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""",,,Директор,Вакансия,БП/Цифра
БСЗ1607,БСЗ,Брусника.Московская область,"Подразделение ""Гестия""",,,Руководитель подразделения,Вакансия,Сервис
БСЗ1608,БСЗ,Штаб,,"Отдел ""Армения""",,Ведущий специалист,Вакансия,Бизнес
БСЗ1609,БСЗ,Брусника.Омск,"Подразделение ""Гера""","Отдел ""Хорватия""",,Специалист,Вакансия,Бизнес
БСЗ1610,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""",,,Руководитель проекта,Сотрудник Брусники 1039,Бизнес
БСЗ1611,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Хорватия""","Группа ""Кёльн""",Специалист,Вакансия,БП/Цифра
БСЗ1612,БСЗ,Брусника.Московская область,,"Отдел ""Дания""",,Специалист,Вакансия,Бизнес
БСЗ1613,БСЗ,Брусника.Московская область,"Подразделение ""Афина""",,,Специалист,Вакансия,Бизнес
БСЗ1614,БСЗ,Брусника.Новосибирск,"Подразделение ""Гефест""",,"Группа ""Познань""",Ведущий инженер,Сотрудник Брусники 1040,Бизнес
БСЗ1615,БСЗ,Брусника.Екатеринбург,"Подразделение ""Гефест""",,"Группа ""Познань""",Директор,Вакансия,Бизнес
БСЗ1616,БСЗ,Брусника.Екатеринбург,"Подразделение ""Гефест""",,,Руководитель проекта,Вакансия,БП/Цифра
БСЗ1617,БСЗ,Брусника.Московская область,"Подразделение ""Тесей""",,"Группа ""Адыгейск""",Главный специалист,Вакансия,Сервис
БСЗ1618,БСЗ,Штаб,"Подразделение ""Гефест""",,"Группа ""Познань""",Специалист,Вакансия,Бизнес
БСЗ1619,БСЗ,Брусника.Екатеринбург,,,"Группа ""Каспийск""",Ведущий бухгалтер,Вакансия,Бизнес
БСЗ1620,БСЗ,Брусника.Московская область,,,"Группа ""Каспийск""",Ведущий бухгалтер,Вакансия,Бизнес
БСЗ1621,БСЗ,Брусника.Московская область,,,"Группа ""Каспийск""",Ведущий бухгалтер,Вакансия,БП/Цифра
БСЗ1622,БСЗ,Брусника.Московская область,,,"Группа ""Каспийск""",Ведущий бухгалтер,Вакансия,Бизнес
БСЗ1623,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""",,"Группа ""Познань""",Специалист,Вакансия,Бизнес
БСЗ1624,БСЗ,Брусника.Екатеринбург,"Подразделение ""Гефест""","Отдел ""Сан-Марино""","Группа ""Ганновер""",Специалист,Вакансия,Бизнес
БСЗ1625,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Хорватия""","Группа ""Краснодар""",Ведущий специалист,Вакансия,Бизнес
БСЗ1626,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""","Отдел ""Португалия""","Группа ""Антверпен""",Специалист,Вакансия,БП/Цифра
БСЗ1627,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""",,"Группа ""Познань""",Специалист,Вакансия,Сервис
БСЗ1628,БСЗ,Брусника.Екатеринбург,"Подразделение ""Гефест""","Отдел ""Казахстан""","Группа ""Ганновер""",Ведущий инженер,Вакансия,Бизнес
БСЗ1629,БСЗ,Брусника.Московская область,"Подразделение ""Посейдон""","Отдел ""Словакия""","Группа ""Тольятти""",Специалист,Вакансия,Бизнес
БСЗ1630,БСЗ,Штаб,"Подразделение ""Посейдон""","Отдел ""Словакия""","Группа ""Тольятти""",Специалист,Вакансия,Бизнес
БСЗ1631,БСЗ,Штаб,"Подразделение ""Гефест""","Отдел ""Португалия""","Группа ""Антверпен""",Специалист,Вакансия,БП/Цифра
БСЗ1632,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""","Отдел ""Сан-Марино""","Группа ""Антверпен""",Специалист,Вакансия,Бизнес
БСЗ1633,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Молдавия""",,Специалист,Вакансия,Бизнес
БСЗ1634,БСЗ,Штаб,"Подразделение ""Гера""","Отдел ""Хорватия""","Группа ""Кёльн""",Специалист,Вакансия,Бизнес
БСЗ1635,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""","Отдел ""Мальта""","Группа ""Антверпен""",Специалист,Вакансия,Бизнес
БСЗ1636,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Хорватия""",,Специалист,Вакансия,БП/Цифра
БСЗ1637,БСЗ,Брусника.Московская область,"Подразделение ""Посейдон""","Отдел ""Словакия""","Группа ""Тольятти""",Специалист,Вакансия,Сервис
БСЗ1638,БСЗ,Штаб,"Подразделение ""Гефест""","Отдел ""Северная Македония""","Группа ""Ганновер""",Специалист,Вакансия,Бизнес
БСЗ1639,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Хорватия""",,Специалист,Вакансия,Бизнес
БСЗ1640,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""",,,Директор,Вакансия,Бизнес
БСЗ1641,БСЗ,Брусника.Московская область,"Подразделение ""Деметра""",,"Группа ""Неаполь""",Специалист,Вакансия,БП/Цифра
БСЗ1642,БСЗ,Штаб,,"Отдел ""Дания""",,Специалист,Вакансия,Бизнес
БСЗ1643,БСЗ,Брусника.Московская область,,"Отдел ""Дания""",,Специалист,Вакансия,Бизнес
БСЗ1644,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""","Отдел ""Португалия""",,Руководитель отдела,Вакансия,Бизнес
БСЗ1645,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""",,"Группа ""Познань""",Специалист,Вакансия,Бизнес
БСЗ1646,БСЗ,Брусника.Екатеринбург,"Подразделение ""Гера""","Отдел ""Хорватия""","Группа ""Краснодар""",Ведущий специалист,Вакансия,БП/Цифра
БСЗ1647,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Хорватия""","Группа ""Кёльн""",Специалист,Вакансия,Сервис
БСЗ1648,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""",,"Группа ""Познань""",Специалист,Вакансия,Бизнес
БСЗ1649,БСЗ,Брусника.Екатеринбург,"Подразделение ""Гефест""",,"Группа ""Познань""",Специалист,Вакансия,Бизнес
БСЗ1650,БСЗ,Брусника.Екатеринбург,"Подразделение ""Гера""","Отдел ""Словения""",,Специалист,Вакансия,Бизнес
БСЗ1651,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Хорватия""",,Специалист,Вакансия,БП/Цифра
БСЗ1652,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Хорватия""",,Специалист,Вакансия,Бизнес
БСЗ1653,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Белоруссия""",,Специалист,Вакансия,Бизнес
БСЗ1654,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Черногория""",,Специалист,Вакансия,Бизнес
БСЗ1655,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""","Отдел ""Сан-Марино""","Группа ""Антверпен""",Специалист,Вакансия,Бизнес
БСЗ1656,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Хорватия""",,Специалист,Вакансия,БП/Цифра
БСЗ1657,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Белоруссия""",,Специалист,Вакансия,Сервис
БСЗ1658,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Черногория""",,Специалист,Вакансия,Бизнес
БСЗ1659,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Черногория""",,Специалист,Вакансия,Бизнес
БСЗ1660,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""",,"Группа ""Брадфорд""",Специалист,Вакансия,Бизнес
БСЗ1661,БСЗ,Брусника.Московская область,,"Отдел ""Кипр""","Группа ""Скопье""",Специалист,Вакансия,БП/Цифра
БСЗ1662,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Черногория""",,Специалист,Вакансия,Бизнес
БСЗ1663,БСЗ,Брусника.Московская область,,"Отдел ""Армения""",,Специалист,Вакансия,Бизнес
БСЗ1664,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Хорватия""",,Специалист,Вакансия,Бизнес
БСЗ1665,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Белоруссия""",,Специалист,Вакансия,Бизнес
БСЗ1666,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Черногория""",,Специалист,Вакансия,БП/Цифра
БСЗ1667,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Белоруссия""",,Специалист,Вакансия,Сервис
БСЗ1668,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Белоруссия""",,Специалист,Вакансия,Бизнес
БСЗ1669,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""","Отдел ""Северная Македония""","Группа ""Антверпен""",Специалист,Вакансия,Бизнес
БСЗ1670,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""",,,Руководитель направления,Сотрудник Брусники 1041,Бизнес
БСЗ1671,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""",,,Директор,Вакансия,БП/Цифра
БСЗ1672,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""","Отдел ""Северная Македония""","Группа ""Ганновер""",Специалист,Вакансия,Бизнес
БСЗ1673,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""",,"Группа ""Брадфорд""",Специалист,Вакансия,Бизнес
БСЗ1674,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Белоруссия""",,Специалист,Вакансия,Бизнес
БСЗ1675,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Хорватия""",,Специалист,Вакансия,Бизнес
БСЗ1676,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Хорватия""",,Специалист,Вакансия,БП/Цифра
БСЗ1677,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Хорватия""",,Специалист,Вакансия,Сервис
БСЗ1678,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Белоруссия""",,Специалист,Вакансия,Бизнес
БСЗ1679,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""","Отдел ""Северная Македония""","Группа ""Антверпен""",Специалист,Вакансия,Бизнес
БСЗ1680,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Белоруссия""",,Специалист,Вакансия,Бизнес
БСЗ1681,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""",,"Группа ""Брадфорд""",Специалист,Вакансия,БП/Цифра
БСЗ1682,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""",,"Группа ""Брадфорд""",Специалист,Вакансия,Бизнес
БСЗ1683,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""",,,Руководитель проекта,Вакансия,Бизнес
БСЗ1684,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""",,,Руководитель проекта,Вакансия,Бизнес
БСЗ1685,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""","Отдел ""Казахстан""","Группа ""Антверпен""",Специалист,Вакансия,Бизнес
БСЗ1686,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""","Отдел ""Казахстан""","Группа ""Антверпен""",Специалист,Вакансия,БП/Цифра
БСЗ1687,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""","Отдел ""Австро-венгрия""","Группа ""Антверпен""",Руководитель проекта,Вакансия,Сервис
БСЗ1688,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Черногория""",,Специалист,Вакансия,Бизнес
БСЗ1689,БСЗ,Брусника.Московская область,"Подразделение ""Гермес""",,,Специалист,Вакансия,Бизнес
БСЗ1690,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Черногория""",,Специалист,Вакансия,Бизнес
БСЗ1691,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Белоруссия""",,Специалист,Вакансия,БП/Цифра
БСЗ1692,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Хорватия""",,Специалист,Вакансия,Бизнес
БСЗ1693,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""",,"Группа ""Брадфорд""",Специалист,Вакансия,Бизнес
БСЗ1694,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Хорватия""",,Специалист,Вакансия,Бизнес
БСЗ1695,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""",,,Руководитель проекта,Вакансия,Бизнес
БСЗ1696,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""",,"Группа ""Брадфорд""",Специалист,Вакансия,БП/Цифра
БСЗ1697,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Черногория""",,Специалист,Вакансия,Сервис
БСЗ1698,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Хорватия""",,Специалист,Вакансия,Бизнес
БСЗ1699,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""","Отдел ""Северная Македония""","Группа ""Антверпен""",Специалист,Вакансия,Бизнес
БСЗ1700,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Хорватия""",,Специалист,Вакансия,Бизнес
БСЗ1701,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Черногория""",,Специалист,Вакансия,БП/Цифра
БСЗ1702,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Хорватия""",,Специалист,Вакансия,Бизнес
БСЗ1703,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Белоруссия""",,Специалист,Вакансия,Бизнес
БСЗ1704,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Черногория""",,Специалист,Вакансия,Бизнес
БСЗ1705,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""",,,Руководитель проекта,Вакансия,Бизнес
БСЗ1706,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Хорватия""",,Специалист,Вакансия,БП/Цифра
БСЗ1707,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""",,"Группа ""Брадфорд""",Специалист,Вакансия,Сервис
БСЗ1708,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Хорватия""",,Специалист,Вакансия,Бизнес
БСЗ1709,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Белоруссия""",,Специалист,Вакансия,Бизнес
БСЗ1710,БСЗ,Брусника.Московская область,"Подразделение ""Гера""","Отдел ""Черногория""",,Специалист,Вакансия,Бизнес
БСЗ1711,БСЗ,Брусника.Московская область,"Подразделение ""Гефест""",,,Руководитель проекта,Вакансия,БП/Цифра
